code_departement,ville,libelle_liste,rang,genre,nom_prenom
53,Ahuillé,"AHUILLE, PASSION COMMUNE",1,M,DESTAIS Sébastien
53,Ahuillé,"AHUILLE, PASSION COMMUNE",2,F,DE CHALAIN Véronique
53,Ahuillé,"AHUILLE, PASSION COMMUNE",3,M,DAUGEARD Michel
53,Ahuillé,"AHUILLE, PASSION COMMUNE",4,F,BICHON Delphine
53,Ahuillé,"AHUILLE, PASSION COMMUNE",5,M,BRETON Mickael
53,Ahuillé,"AHUILLE, PASSION COMMUNE",6,F,HATTE Mélanie
53,Ahuillé,"AHUILLE, PASSION COMMUNE",7,M,CAILLEAU Flavien
53,Ahuillé,"AHUILLE, PASSION COMMUNE",8,F,BOISSEAU Fiona
53,Ahuillé,"AHUILLE, PASSION COMMUNE",9,M,CHAUVEL Laurent
53,Ahuillé,"AHUILLE, PASSION COMMUNE",10,F,CHELY Florianne
53,Ahuillé,"AHUILLE, PASSION COMMUNE",11,M,DU PUYTISON Jean-Yves
53,Ahuillé,"AHUILLE, PASSION COMMUNE",12,F,DESLANDES Louise
53,Ahuillé,"AHUILLE, PASSION COMMUNE",13,M,MADIOT Jérémy
53,Ahuillé,"AHUILLE, PASSION COMMUNE",14,F,DE LORGERIE Anne-Isabelle
53,Ahuillé,"AHUILLE, PASSION COMMUNE",15,M,MASSELIN Pascal
53,Ahuillé,"AHUILLE, PASSION COMMUNE",16,F,GILLES Elisabeth
53,Ahuillé,"AHUILLE, PASSION COMMUNE",17,M,MASSOT Tristan
53,Ahuillé,"AHUILLE, PASSION COMMUNE",18,F,QUERUAU LAMERIE Charlotte
53,Ahuillé,"AHUILLE, PASSION COMMUNE",19,M,MONNIER Sébastien
53,Ahuillé,"AHUILLE, PASSION COMMUNE",20,F,GENDROT Noëlle
53,Ahuillé,"AHUILLE, PASSION COMMUNE",21,M,PORTAIS Valéry
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,1,M,GUIHERY Ernest
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,2,F,GOUPIL Clarisse
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,3,M,BESNIER Ludovic
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,4,F,BURGEVIN Alexandra
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,5,M,GORGUIS-JUNIOT Freddy
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,6,F,CHESNAY Charlène
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,7,M,MONNERIE Thomas
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,8,F,ELIE Charlène
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,9,M,POTTIER Sebastien
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,10,F,LAINE Sabrina
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,11,M,VERIN Christophe
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,12,F,LEFEBVRE France
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,13,M,MERY David
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,14,F,LUBOWICKI Valerie
53,Alexain,AGISSONS ENSEMBLE POUR ALEXAIN,15,M,HORPIN Franck
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,1,M,CHESNEAU Guillaume
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,2,F,BOUCHET Laurence
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,3,M,CHEVALIER Benoît
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,4,F,MADIOT Mélanie
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,5,M,COLINET Nicolas
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,6,F,BOITIÈRE Galina
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,7,M,GRUDÉ Kylian
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,8,F,DUVAL Marie-Claude
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,9,M,TOUZET Yannick
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,10,F,CHESNAY GUIARD Solene
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,11,M,HOTTEN Thomas
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,12,F,MARCADET Adeline
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,13,M,MARTIN Joachim
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,14,F,DE RORTHAYS Catherine
53,Alexain,ENSEMBLE POUR L'AVENIR D'ALEXAIN,15,M,LEVERRIER Ludovic
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",1,M,MENARD Guy
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",2,F,VESVAL Roselyne
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",3,M,BURON Jean-Pierre
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",4,F,GAMAIN Véronique
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",5,M,BRIFFAULT Laurent
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",6,F,CORBEAU Catherine
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",7,M,MAUNY Loïc
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",8,F,TALI Maryline
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",9,M,CHEVILLARD Cyril
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",10,F,FOUBERT Maryline
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",11,M,TERROITIN Fabien
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",12,F,BOISGONTIER Sandrine
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",13,M,ROBIEU Alain
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",14,F,PICAUT Maryvonne
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",15,M,TRANDAFIR Yann-Michel
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",16,F,JEHANIN Séverine
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",17,M,FOUQUET Serge
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",18,F,GUILLOU Mégane
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",19,M,DUMONT Matthieu
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",20,F,MAHARAULT Nadège
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",21,M,THOS Jimmy
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",22,F,LANDAIS Valérie
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",23,M,LECARPENTIER Maxime
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",24,F,FOUBERT Christelle
53,Ambrières-les-Vallées,"POUR AMBRIERES-CIGNE, CONTINUONS DE BATIR L'AVENIR ENSEMBLE",25,M,MARE Clément
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,1,M,ROULAND Bruno
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,2,F,BRIDIER Claudine
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,3,M,GENDRON Hervé
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,4,F,GUICHARD Virginie Adeline
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,5,M,FOUCHER Patrice
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,6,F,BOURDAIS-GAMBERT Regine
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,7,M,PLOT Manuel Gilles
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,8,F,PAUMARD Stéphanie
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,9,M,JOUSSE Jeremie
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,10,F,HERVIEUX Marlène
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,11,M,JAMELIN Olivier
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,12,F,TOCREAU Sylvaine
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,13,M,HAMONET David
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,14,F,METIVIER Stéphanie
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,15,M,ROMAGNE Jean-Yves
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,16,F,PIAULET Yamina
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,17,M,BASTHISTE Thierry
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,18,F,BOULAY Julie
53,Andouillé,AGIR ENSEMBLE POUR ANDOUILLE,19,M,BOITIERE Sébastien
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,1,M,GARNIER Sacha
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,2,F,COURAPIED-FRÉTIGNÉ Kavita
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,3,M,RENUCCI Stéphane
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,4,F,CHAUMONT Angélique
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,5,M,HARDY Jérôme
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,6,F,ALLAIN Ilfise
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,7,M,GAUDIN Olivier
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,8,F,LETERRIER Sophie
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,9,M,LE BORGNE Maxime
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,10,F,JABIERRE Sandra
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,11,M,DESGAGES Benoît
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,12,F,GOUPIL Aurélie
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,13,M,BATAILLE Jean François
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,14,F,ROSSIGNOL Nelly
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,15,M,GUENERY Laurent
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,16,F,MONTAGU Delphine
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,17,M,BOUDIN Patrice
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,18,F,MARINHO Christine
53,Andouillé,UN NOUVEL ELAN POUR ANDOUILLE,19,M,PESLIER Patrick
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,1,M,LADURÉE Jean-René
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,2,F,GIRAUD Malika
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,3,M,DROCOURT Michel
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,4,F,DREUX Elise
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,5,M,POUTEAU Vincent
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,6,F,ESPOSITO Celine
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,7,M,BRICARD Pascal
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,8,F,VIAUD Marianne
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,9,M,BESNIER Noël
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,10,F,FRETARD Isabelle Christelle Odile
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,11,M,CHESNEAU Gervais
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,12,F,PICOT Severine
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,13,M,MOTTIER Didier
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,14,F,GANDAIS Elise Helene
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,15,M,YOUINOU Olivier
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,16,F,BEUNAICHE Angela
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,17,M,LEHUIDOUX Dominique Roger Albert
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,18,F,REAUTE Marie-Helene
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,19,M,GARANGER Nicolas
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,20,F,ROUEIL Agnès
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,21,M,GERVAIS Kevin
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,22,F,HUAULME Laurence Martine Marylise
53,Argentré,DEMAIN ARGENTRE ENSEMBLE ET ENGAGES,23,M,FAURE Dimitri
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",1,F,LE BRECH Morgane
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",2,M,TETART Antoine Roland Guislain
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",3,F,CAVAN Coralie
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",4,M,BRISARD Laurent
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",5,F,CHEVALIER Delphine
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",6,M,GANDON Vincent
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",7,F,LABOUREL Odile
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",8,M,THORAVAL Laurent
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",9,F,MERCIER Sylvie
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",10,M,GERBOUIN Gilles
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",11,F,SOUTIF Axelle
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",12,M,LERIOUX Mickaël
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",13,F,GOUGEON Christine Jeannick
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",14,M,ROCHER Thierry
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",15,F,BOISARD Laura
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",16,M,BERTRON Maxime
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",17,F,VAUTRAIN Florence
53,Argentré,"UNE ENERGIE COLLECTIVE, L'AVENIR POUR ARGENTRE !",18,M,CLAIR Christophe
