code_departement,ville,libelle_liste,rang,genre,nom_prenom
57,Aboncourt,ENSEMBLE POUR ABONCOURT,1,M,MERESSE Laurent
57,Aboncourt,ENSEMBLE POUR ABONCOURT,2,F,KLEINCLAUS Elodie
57,Aboncourt,ENSEMBLE POUR ABONCOURT,3,M,EVRARD Yannick
57,Aboncourt,ENSEMBLE POUR ABONCOURT,4,F,PAULUS Catherine
57,Aboncourt,ENSEMBLE POUR ABONCOURT,5,M,GILGER Freddy
57,Aboncourt,ENSEMBLE POUR ABONCOURT,6,F,CENDOL Christine
57,Aboncourt,ENSEMBLE POUR ABONCOURT,7,M,LEJAILLE Frédéric
57,Aboncourt,ENSEMBLE POUR ABONCOURT,8,F,PIRUS Nadège
57,Aboncourt,ENSEMBLE POUR ABONCOURT,9,M,BIRKELBACH Pierre
57,Aboncourt,ENSEMBLE POUR ABONCOURT,10,F,NIMO Hélène
57,Aboncourt,ENSEMBLE POUR ABONCOURT,11,M,TREU Jonathan
57,Aboncourt-sur-Seille,POUR NOTRE VILLAGE,1,M,BAGNON Fabrice
57,Aboncourt-sur-Seille,POUR NOTRE VILLAGE,2,F,BAGNON Sandrine
57,Aboncourt-sur-Seille,POUR NOTRE VILLAGE,3,M,DI MATTEO Éric
57,Aboncourt-sur-Seille,POUR NOTRE VILLAGE,4,F,BARBIER Corinne
57,Aboncourt-sur-Seille,POUR NOTRE VILLAGE,5,M,FLORENTIN Aurélien
57,Aboncourt-sur-Seille,POUR NOTRE VILLAGE,6,F,MAFIOLY Alexandra
57,Aboncourt-sur-Seille,POUR NOTRE VILLAGE,7,M,FLORENTIN Antony
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,1,M,RIEHL Emmanuel
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,2,F,JÉNIE Brigitte
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,3,M,GODART Felix
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,4,F,PORZADNY Jessica
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,5,M,KRIEG Joffrey
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,6,F,STADLER Cindy
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,7,M,DAENEN Eric
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,8,F,BECKER Marie-Chantal
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,9,M,ECKER Jean-Marc
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,10,F,KELLER Cindy
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,11,M,PIROT Wesley
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,12,F,HEILI Marie Paule
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,13,M,KUBLER Jordan
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,14,F,GROSSE Aurélie
57,Abreschviller,ABRESCHVILLER FORCE COMMUNE,15,M,LEONARD Bernard
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",1,M,MACHOT Sylvain
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",2,F,KIENTZI Noéline
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",3,M,MOUCHOT François
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",4,F,MEISSE Charlène
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",5,M,HENCHES Rémy
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",6,F,KRIEG OUDIN Pascaline
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",7,M,GERNEZ Tristan
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",8,F,CHENIN Christiane
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",9,M,ZIMMERMANN André
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",10,F,BECHLER Michèle
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",11,M,WAGNER Christian
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",12,F,HEITZ Corinne
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",13,M,PERIN Nicolas
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",14,F,WALZ Nelly
57,Abreschviller,"ABRESCHVILLER,NATURELLEMENT PROCHES",15,M,HENRY Jacques
57,Abreschviller,Un nouvel élan pour Abreschviller,1,M,MUNIER Stéphane Alan
57,Abreschviller,Un nouvel élan pour Abreschviller,2,F,GAUTHIER Annabelle
57,Abreschviller,Un nouvel élan pour Abreschviller,3,M,NOPRE Julien
57,Abreschviller,Un nouvel élan pour Abreschviller,4,F,FISCHER Patricia
57,Abreschviller,Un nouvel élan pour Abreschviller,5,M,ANDREINI Eric
57,Abreschviller,Un nouvel élan pour Abreschviller,6,F,CHRISTOPHE Laure
57,Abreschviller,Un nouvel élan pour Abreschviller,7,M,JANSON Quentin
57,Abreschviller,Un nouvel élan pour Abreschviller,8,F,ZWICK Stéphanie
57,Abreschviller,Un nouvel élan pour Abreschviller,9,M,PATTINGRE Nicolas
57,Abreschviller,Un nouvel élan pour Abreschviller,10,F,THIRY Blandine
57,Abreschviller,Un nouvel élan pour Abreschviller,11,M,SEYER Jean-Paul
57,Abreschviller,Un nouvel élan pour Abreschviller,12,F,HOSPITAL Sandra
57,Abreschviller,Un nouvel élan pour Abreschviller,13,M,HOUPERT Cédric
57,Abreschviller,Un nouvel élan pour Abreschviller,14,F,SIMON Nadine
57,Abreschviller,Un nouvel élan pour Abreschviller,15,M,LEOBOLD Vincent
57,Achain,ACHAIN DEMAIN,1,M,DUBOIS Jérôme
57,Achain,ACHAIN DEMAIN,2,F,ALEO Sandrine
57,Achain,ACHAIN DEMAIN,3,M,RENARD Louis
57,Achain,ACHAIN DEMAIN,4,F,TRESORIER Christine
57,Achain,ACHAIN DEMAIN,5,M,LAGET Gérard
57,Achain,ACHAIN DEMAIN,6,F,BERTON Chloé
57,Achain,ACHAIN DEMAIN,7,M,TOMA Emanuel
57,Achen,S'ENGAGER POUR ACHEN,1,M,ULTSCH Martial
57,Achen,S'ENGAGER POUR ACHEN,2,F,MULLER Laetitia
57,Achen,S'ENGAGER POUR ACHEN,3,M,RIMLINGER Pierre
57,Achen,S'ENGAGER POUR ACHEN,4,F,GLUCK Astride
57,Achen,S'ENGAGER POUR ACHEN,5,M,LOHMANN Marc
57,Achen,S'ENGAGER POUR ACHEN,6,F,MULLER Betty
57,Achen,S'ENGAGER POUR ACHEN,7,M,JUNG Christopher
57,Achen,S'ENGAGER POUR ACHEN,8,F,KIMMEL Isabelle
57,Achen,S'ENGAGER POUR ACHEN,9,M,ESCHENBRENNER Antoine
57,Achen,S'ENGAGER POUR ACHEN,10,F,NIRRENGARTEN Virginie
57,Achen,S'ENGAGER POUR ACHEN,11,M,MULLER Eric
57,Achen,S'ENGAGER POUR ACHEN,12,F,KLIEN Zoé
57,Achen,S'ENGAGER POUR ACHEN,13,M,WENDLING Marc-Yvan
57,Achen,S'ENGAGER POUR ACHEN,14,F,GLUCK Marine
57,Achen,S'ENGAGER POUR ACHEN,15,M,GOUTH Cedric
57,Adaincourt,Adaincourt toujours,1,M,NICOLAS Samuel
57,Adaincourt,Adaincourt toujours,2,F,MANTZER Camille
57,Adaincourt,Adaincourt toujours,3,M,AUGER Gaëtan
57,Adaincourt,Adaincourt toujours,4,F,HERMANN Marie-Pierre
57,Adaincourt,Adaincourt toujours,5,M,PREVOT Romain
57,Adaincourt,Adaincourt toujours,6,F,DELLINAVELLI Christelle
57,Adaincourt,Adaincourt toujours,7,M,GANTLET Grégory
57,Adaincourt,Adaincourt toujours,8,F,BAILLARD Sylvie
57,Adaincourt,Adaincourt toujours,9,M,JELEN Yannick
57,Adaincourt,Adaincourt toujours,10,F,MAIRE Julie
57,Adaincourt,Adaincourt toujours,11,M,NEUMANN Gautier
57,Adelange,L'esprit Village,1,M,FULLER Jean-Marc
57,Adelange,L'esprit Village,2,F,KAMP Patricia
57,Adelange,L'esprit Village,3,M,DELVITTO Cyrille
57,Adelange,L'esprit Village,4,F,RESLINGER Jeanne
57,Adelange,L'esprit Village,5,M,SEICHEPINE Romuald
57,Adelange,L'esprit Village,6,F,KIRCH Brigitte
57,Adelange,L'esprit Village,7,M,PIFFERT Benjamin
57,Adelange,L'esprit Village,8,F,BECKER Jessica
57,Adelange,L'esprit Village,9,M,ARMANET Mathieu
57,Adelange,L'esprit Village,10,F,APPEL Ferusse
57,Adelange,L'esprit Village,11,M,LE BARS Yann
57,Ajoncourt,AJONCOURT 2026,1,M,VERHEE René Edmond
57,Ajoncourt,AJONCOURT 2026,2,F,CONE Marie-Anne
