code_departement,ville,libelle_liste,rang,genre,nom_prenom
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,1,M,RICHER Guillaume
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,2,F,RIO Myriam
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,3,M,MONNIER Adrien
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,4,F,RIO Danielle
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,5,M,QUINTA Xavier
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,6,F,GORZALA Anaïs
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,7,M,DA COSTA Jean
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,8,F,BONAFOS Jocelyne
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,9,M,DUPRESSOIR Denis
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,10,F,JALOTE Josette
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,11,M,LORENTE Stéphane
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,12,F,ULHMANN Jeniifer
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,13,M,TEULON Pierre
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,14,F,SPALLITTA Lily
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,15,M,ORDINES Gilles
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,16,F,SIRVEN Charlène
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,17,M,MASSAT Michael
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,18,F,PLAIRE Erika
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,19,M,EDRI Jean-Marc
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,20,F,RABAH Mélanie
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,21,M,BONAFOS Henri
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,22,F,EHRARD Paule
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,23,M,GAUDIN Guillaume
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,24,F,HERNANDEZ Chantal
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,25,M,GUILLAUMOT Eric
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,26,F,SANUY Charlotte
66,Alénya,AGIR ENSEMBLE POUR ALÉNYA,27,M,HOUIZOT Kévin
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",1,M,MAGDALOU Jean-André
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",2,F,TORRES Sylvie
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",3,M,GIRBAL Alain
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",4,F,DESTAVILLE Marie-Ange
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",5,M,THOLLET Jean-Pierre
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",6,F,ROIG Colette
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",7,M,CLAVAGUERA Marcel
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",8,F,VALENZUELA Hélène
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",9,M,TRESSON Sébastien
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",10,F,RESSEGUIER Sarita
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",11,M,NADLER Florent
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",12,F,PEREZ BISE Audrey
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",13,M,DE CASO Alexandre
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",14,F,MITIDIERI Betty
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",15,M,EL GOUY Bouarfa
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",16,F,BARRERE GOYARD Laure
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",17,M,FILIATRE Olivier
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",18,F,GIL Laura
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",19,M,GACON Mathieu
66,Alénya,"AVEC VOUS, ALENYA 2026 POUR TOUS",20,F,MARQUIÉ DUBIÉ Hélène
