code_departement,ville,libelle_liste,rang,genre,nom_prenom
07,Accons,Vivre à Accons,1,F,MERCIER Annie
07,Accons,Vivre à Accons,2,M,CHABAL Sébastien
07,Accons,Vivre à Accons,3,F,BERLUTI Ophélie
07,Accons,Vivre à Accons,4,M,DUPUY Benoît
07,Accons,Vivre à Accons,5,F,FOROT Isabelle
07,Accons,Vivre à Accons,6,M,GIRAUD David
07,Accons,Vivre à Accons,7,F,GIBERT Nathalie
07,Accons,Vivre à Accons,8,M,JALLAT David
07,Accons,Vivre à Accons,9,F,LUQUET-ROURE Maud
07,Accons,Vivre à Accons,10,M,RIFFARD David
07,Accons,Vivre à Accons,11,F,TARI Brigitte
07,Ailhon,Aimer vivre à Ailhon,1,F,CREVOULIN Stéphanie
07,Ailhon,Aimer vivre à Ailhon,2,M,CHABANIS André
07,Ailhon,Aimer vivre à Ailhon,3,F,FULACHIER Emeline
07,Ailhon,Aimer vivre à Ailhon,4,M,THIBAULT Patrick
07,Ailhon,Aimer vivre à Ailhon,5,F,MIGNONE Pascale
07,Ailhon,Aimer vivre à Ailhon,6,M,PERRIN Marc
07,Ailhon,Aimer vivre à Ailhon,7,F,BENEFICE Madisson
07,Ailhon,Aimer vivre à Ailhon,8,M,FEDIÈRE Gilles
07,Ailhon,Aimer vivre à Ailhon,9,F,BEAUDY Marie-Laure
07,Ailhon,Aimer vivre à Ailhon,10,M,LARDY Jean Paul
07,Ailhon,Aimer vivre à Ailhon,11,F,CHASTANIER Monique
07,Ailhon,Aimer vivre à Ailhon,12,M,BOCCARD Maurice
07,Ailhon,Aimer vivre à Ailhon,13,F,BALAY Anne
07,Ailhon,Aimer vivre à Ailhon,14,M,BUGAUD Michel
07,Ailhon,Aimer vivre à Ailhon,15,F,JOUX Anne-Marie
07,Ailhon,Aimer vivre à Ailhon,16,M,PAUMIER Guillaume
07,Aizac,"AIZAC, TOUS ENSEMBLE POUR DEMAIN",1,F,SAUSSAC Marie Christine
07,Aizac,"AIZAC, TOUS ENSEMBLE POUR DEMAIN",2,M,BAUER Rémy
07,Aizac,"AIZAC, TOUS ENSEMBLE POUR DEMAIN",3,F,BLONDEL Lyliane
07,Aizac,"AIZAC, TOUS ENSEMBLE POUR DEMAIN",4,M,DA ROLD Alain
07,Aizac,"AIZAC, TOUS ENSEMBLE POUR DEMAIN",5,F,CRUS Georgette
07,Aizac,"AIZAC, TOUS ENSEMBLE POUR DEMAIN",6,M,DUBREUIL Olivier
07,Aizac,"AIZAC, TOUS ENSEMBLE POUR DEMAIN",7,F,FAUCHIER Monique
07,Aizac,"AIZAC, TOUS ENSEMBLE POUR DEMAIN",8,M,RAYE Cédric
07,Aizac,"AIZAC, TOUS ENSEMBLE POUR DEMAIN",9,F,LEVIER Martine
07,Aizac,"AIZAC, TOUS ENSEMBLE POUR DEMAIN",10,M,VALENTIN Alain
07,Aizac,"AIZAC, TOUS ENSEMBLE POUR DEMAIN",11,F,MOULIN Lucette
07,Ajoux,AJOUX REUNI,1,F,MABILLE Alexandra
07,Ajoux,AJOUX REUNI,2,M,LACONDEMINE Franck
07,Ajoux,AJOUX REUNI,3,F,ADANG Aurélie
07,Ajoux,AJOUX REUNI,4,M,VERDIER Georges
07,Ajoux,AJOUX REUNI,5,F,RIOU Nicole
07,Ajoux,AJOUX REUNI,6,M,ALPACCA Philippe
07,Ajoux,AJOUX REUNI,7,F,DERENNE Marianne
07,Ajoux,Ensemble pour Ajoux,1,M,FEOUGIER Adrien
07,Ajoux,Ensemble pour Ajoux,2,F,SAUTHIER Aurelia
07,Ajoux,Ensemble pour Ajoux,3,M,BACONNIER Alain
07,Ajoux,Ensemble pour Ajoux,4,F,REY Genevieve
07,Ajoux,Ensemble pour Ajoux,5,M,DAVID Humbert
07,Ajoux,Ensemble pour Ajoux,6,F,JACMART Sophie
07,Ajoux,Ensemble pour Ajoux,7,M,VEILLEUX Charles
07,Ajoux,Ensemble pour Ajoux,8,F,BREITENSTEIN Claire
07,Ajoux,Ensemble pour Ajoux,9,M,MAUGE Philippe
07,Alba-la-Romaine,Alba Autrement,1,M,MOUDDEN Jonas
07,Alba-la-Romaine,Alba Autrement,2,F,SAPIN Elodie
07,Alba-la-Romaine,Alba Autrement,3,M,GAUTHIER Jocelyn
07,Alba-la-Romaine,Alba Autrement,4,F,BROTONS Claude
07,Alba-la-Romaine,Alba Autrement,5,M,TESTON Mathieu
07,Alba-la-Romaine,Alba Autrement,6,F,CHAUSSY VEUVE MARTINEZ Mauricette
07,Alba-la-Romaine,Alba Autrement,7,M,JOLLIVET Max
07,Alba-la-Romaine,Alba Autrement,8,F,GRENIER Sandrine
07,Alba-la-Romaine,Alba Autrement,9,M,MAURICE Frédéric
07,Alba-la-Romaine,Alba Autrement,10,F,FARGIER Manon
07,Alba-la-Romaine,Alba Autrement,11,M,CHOLET Hugues
07,Alba-la-Romaine,Alba Autrement,12,F,RIVAS Laura
07,Alba-la-Romaine,Alba Autrement,13,M,DIGONNET Stéphane
07,Alba-la-Romaine,Alba Autrement,14,F,RIOU Céline
07,Alba-la-Romaine,Alba Autrement,15,M,BRUNEL Benoit
07,Alba-la-Romaine,Alba Autrement,16,F,AUGIER Angélique
07,Alba-la-Romaine,Alba Autrement,17,M,FALCOZ-VIGNE Philippe
07,Alba-la-Romaine,Alba Autrement,18,F,BUISSON Audrey
07,Alba-la-Romaine,Alba Autrement,19,M,LAVERDURE Robert
07,Alba-la-Romaine,Alba bâtir un avenir commun,1,M,BOUNIARD Philippe
07,Alba-la-Romaine,Alba bâtir un avenir commun,2,F,THOMAS Carole
07,Alba-la-Romaine,Alba bâtir un avenir commun,3,M,LAULAGNET Pierre
07,Alba-la-Romaine,Alba bâtir un avenir commun,4,F,DELAVEAU Caroline
07,Alba-la-Romaine,Alba bâtir un avenir commun,5,M,VARENNE Sylvain
07,Alba-la-Romaine,Alba bâtir un avenir commun,6,F,ROUX-GUIGON Marie-Odile
07,Alba-la-Romaine,Alba bâtir un avenir commun,7,M,MOUILLOT Julien
07,Alba-la-Romaine,Alba bâtir un avenir commun,8,F,ALLEOUD Sophie
