code_departement,ville,libelle_liste,rang,genre,nom_prenom
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",1,M,PÂRIS René
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",2,F,ZARB Sylviane
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",3,M,TRICOTTEUX Pascal
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",4,F,BIONAZ Valérie
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",5,M,BOULANGER Stéphane
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",6,F,TRICOTTEUX Alicia
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",7,M,PESTELLE Stéphane
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",8,F,KOZLOWSKI Emilie
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",9,M,BREDOW Christian
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",10,F,BONNARD Clémence
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",11,M,DENEULIN Yves
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",12,F,RETEAU Gwenaëlle
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",13,M,LE DROGO Damien
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",14,F,BILLIET Aurore
02,Abbécourt,"ABBECOURT, UNE COMMUNE POUR TOUS",15,M,GIMENEZ Mickaël
02,Achery,"Ensemble, faisons vivre Achery",1,M,GOSSET Fabrice
02,Achery,"Ensemble, faisons vivre Achery",2,F,DELCAMBRE Audrey
02,Achery,"Ensemble, faisons vivre Achery",3,M,DURIEUX Diego
02,Achery,"Ensemble, faisons vivre Achery",4,F,RAIMBEAUX Isabelle
02,Achery,"Ensemble, faisons vivre Achery",5,M,GYSELINCK Frédéric
02,Achery,"Ensemble, faisons vivre Achery",6,F,ROBERT Nicole
02,Achery,"Ensemble, faisons vivre Achery",7,M,LOCQUENEUX Michel
02,Achery,"Ensemble, faisons vivre Achery",8,F,SOUPLET Sandra
02,Achery,"Ensemble, faisons vivre Achery",9,M,BONTEMPS Patrick
02,Achery,"Ensemble, faisons vivre Achery",10,F,GRENIER Valérie
02,Achery,"Ensemble, faisons vivre Achery",11,M,COLSON Frédéric
02,Achery,"Ensemble, faisons vivre Achery",12,F,LEGRAND Isabelle
02,Achery,"Ensemble, faisons vivre Achery",13,M,LEGRAND David
