code_departement,ville,libelle_liste,rang,genre,nom_prenom
54,Abaucourt,Abaucourt autrement,1,F,BASTIEN Stéphanie
54,Abaucourt,Abaucourt autrement,2,M,WAGNER David
54,Abaucourt,Abaucourt autrement,3,F,DESLANDES Laetitia
54,Abaucourt,Abaucourt autrement,4,M,BAILLY André
54,Abaucourt,Abaucourt autrement,5,F,DOBRILLA Nathalie
54,Abaucourt,Abaucourt autrement,6,M,BAUMGARTEN Laurent
54,Abaucourt,Abaucourt autrement,7,F,GUEZENNEC Jessica
54,Abaucourt,Abaucourt autrement,8,M,EQUENOT Mickaël
54,Abaucourt,Abaucourt autrement,9,F,DA SILVA Lily-Rose
54,Abaucourt,Abaucourt autrement,10,M,LAVALLEE Rémi
54,Abaucourt,Abaucourt autrement,11,F,PADROUTTE Césarine
54,Abaucourt,Ensemble pour Abaucourt,1,M,RENKES David
54,Abaucourt,Ensemble pour Abaucourt,2,F,GY Elise
54,Abaucourt,Ensemble pour Abaucourt,3,M,BIEGEL Gilbert
54,Abaucourt,Ensemble pour Abaucourt,4,F,CHEVALIER-ROTHAN Sylvaine
54,Abaucourt,Ensemble pour Abaucourt,5,M,GY Alexandre
54,Abaucourt,Ensemble pour Abaucourt,6,F,BRUOT Marie-Thérèse
54,Abaucourt,Ensemble pour Abaucourt,7,M,VAGUENEZ Régis
54,Abaucourt,Ensemble pour Abaucourt,8,F,BRACONOT Sophie
54,Abaucourt,Ensemble pour Abaucourt,9,M,TOUSSAINT Patrick
54,Abaucourt,Ensemble pour Abaucourt,10,F,GENOUDET Sylvie
54,Abaucourt,Ensemble pour Abaucourt,11,M,VIRION Sylvain
54,Abbéville-lès-Conflans,Force & union,1,M,HESPEL Sylvain
54,Abbéville-lès-Conflans,Force & union,2,F,HESPEL HUMBERT Adeline
54,Abbéville-lès-Conflans,Force & union,3,M,TORLOTING Régis
54,Abbéville-lès-Conflans,Force & union,4,F,HACHET Marjorie
54,Abbéville-lès-Conflans,Force & union,5,M,LAMOUR Cyrille
54,Abbéville-lès-Conflans,Force & union,6,F,MICHEL Géraldine
54,Abbéville-lès-Conflans,Force & union,7,M,MARTEL Simon
54,Abbéville-lès-Conflans,Force & union,8,F,ERPELDINGER Valérie
54,Abbéville-lès-Conflans,Force & union,9,M,CHAUSSET Denis
54,Abbéville-lès-Conflans,Force & union,10,F,POIROT Angèle
54,Abbéville-lès-Conflans,Force & union,11,M,POIROT Jean-Luc
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,1,F,SAVARD Colette
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,2,M,MICHEL Léo
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,3,F,TORLOTING-GILLARD Audrey
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,4,M,DOLLET Yannick
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,5,F,BOULAY Estelle
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,6,M,SCHUMAKER Matthias
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,7,F,EVEN Laëtitia
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,8,M,BOULANGER Damien
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,9,F,RUOT Vanessa
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,10,M,LORENTZ Henri
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,11,F,BINOT Costanza
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,12,M,WELSCH Daniel
54,Abbéville-lès-Conflans,REUNIR ABBEVILLE,13,F,CELESKI Corinne
54,Aboncourt,Ensemble pour Aboncourt,1,M,MATHIEU Eric
54,Aboncourt,Ensemble pour Aboncourt,2,F,CLAUDOTTE Corinne
54,Aboncourt,Ensemble pour Aboncourt,3,M,EULRY Denis
54,Aboncourt,Ensemble pour Aboncourt,4,F,SCHMITT Nadine
54,Aboncourt,Ensemble pour Aboncourt,5,M,GAUDÉ Patrick
54,Aboncourt,Ensemble pour Aboncourt,6,F,TRUCHET Maud
54,Aboncourt,Ensemble pour Aboncourt,7,M,MANGENOT Stéphane
54,Affléville,ENSEMBLE POUR AFFLEVILLE,1,F,LEROY Cécile
54,Affléville,ENSEMBLE POUR AFFLEVILLE,2,M,DUMONT André
54,Affléville,ENSEMBLE POUR AFFLEVILLE,3,F,BUCHHEIT Delphine
54,Affléville,ENSEMBLE POUR AFFLEVILLE,4,M,EIDEN Regis
54,Affléville,ENSEMBLE POUR AFFLEVILLE,5,F,DELLE Eliane
54,Affléville,ENSEMBLE POUR AFFLEVILLE,6,M,MALLINGER Xavier
54,Affléville,ENSEMBLE POUR AFFLEVILLE,7,F,GAILLARD Léa
54,Affléville,ENSEMBLE POUR AFFLEVILLE,8,M,MARCANDELLI Pierre-Emmanuel
54,Affléville,ENSEMBLE POUR AFFLEVILLE,9,F,HENRION Christelle Anne
54,Affléville,ENSEMBLE POUR AFFLEVILLE,10,M,PERRIN Cédric
54,Affléville,ENSEMBLE POUR AFFLEVILLE,11,F,POSTERA Valérie
54,Affracourt,BIEN VIVRE A AFFRACOURT,1,M,VOINOT Etienne
54,Affracourt,BIEN VIVRE A AFFRACOURT,2,F,PORTELLI Christine
54,Affracourt,BIEN VIVRE A AFFRACOURT,3,M,LEGENDRE Jean-Baptiste
54,Affracourt,BIEN VIVRE A AFFRACOURT,4,F,PERRIN Céline
54,Affracourt,BIEN VIVRE A AFFRACOURT,5,M,BEAUREGARD Denis
54,Affracourt,BIEN VIVRE A AFFRACOURT,6,F,GROS Alexandra
54,Affracourt,BIEN VIVRE A AFFRACOURT,7,M,CENDRE Guillaume
54,Affracourt,BIEN VIVRE A AFFRACOURT,8,F,BESSEAS Béatrice
54,Affracourt,BIEN VIVRE A AFFRACOURT,9,M,THOMAS Fabrice
54,Affracourt,BIEN VIVRE A AFFRACOURT,10,F,THOMAS Virginie
54,Affracourt,BIEN VIVRE A AFFRACOURT,11,M,DOHR Olivier
54,Agincourt,Bien vivre ensemble à Agincourt,1,M,DROUVILLE Marc
54,Agincourt,Bien vivre ensemble à Agincourt,2,F,PARIS Christelle
54,Agincourt,Bien vivre ensemble à Agincourt,3,M,CREUZEL Christophe
54,Agincourt,Bien vivre ensemble à Agincourt,4,F,HOFFART Valérie
54,Agincourt,Bien vivre ensemble à Agincourt,5,M,REIGNIER Quentin
54,Agincourt,Bien vivre ensemble à Agincourt,6,F,GRUAT Laurence
54,Agincourt,Bien vivre ensemble à Agincourt,7,M,HUMBERT Hervé
54,Agincourt,Bien vivre ensemble à Agincourt,8,F,LAPOINTE Stéphanie
54,Agincourt,Bien vivre ensemble à Agincourt,9,M,WENCK Yohann
54,Agincourt,Bien vivre ensemble à Agincourt,10,F,BERTIN Nathalie
54,Agincourt,Bien vivre ensemble à Agincourt,11,M,DELHOMENIE Alexandre
54,Agincourt,Bien vivre ensemble à Agincourt,12,F,VOISIN Sandrine
54,Agincourt,Bien vivre ensemble à Agincourt,13,M,LOVO Philippe
54,Aingeray,AINGERAY ENSEMBLE,1,M,FONTAINE André
54,Aingeray,AINGERAY ENSEMBLE,2,F,FRAULOB Odile
54,Aingeray,AINGERAY ENSEMBLE,3,M,DINEE Olivier
54,Aingeray,AINGERAY ENSEMBLE,4,F,CORDARY Caroline
54,Aingeray,AINGERAY ENSEMBLE,5,M,COTTRELLE Sylvain
54,Aingeray,AINGERAY ENSEMBLE,6,F,HOPP Amandine
54,Aingeray,AINGERAY ENSEMBLE,7,M,RISSER Xavier
54,Aingeray,AINGERAY ENSEMBLE,8,F,CURE Emilie
54,Aingeray,AINGERAY ENSEMBLE,9,M,HALLER Philippe
54,Aingeray,AINGERAY ENSEMBLE,10,F,D'HIVER Audrey
54,Aingeray,AINGERAY ENSEMBLE,11,M,TRABAC Olivier
54,Aingeray,AINGERAY ENSEMBLE,12,F,BOSSO Magalie
54,Aingeray,AINGERAY ENSEMBLE,13,M,LAFLEUR Tony
54,Aingeray,AINGERAY ENSEMBLE,14,F,ANTUNEZ Emilie
54,Aingeray,AINGERAY ENSEMBLE,15,M,ALVAREZ DE ARAUJO José
