code_departement,ville,libelle_liste,rang,genre,nom_prenom
84,Althen-des-Paluds,Althen en action,1,M,TERRISSE Michel
84,Althen-des-Paluds,Althen en action,2,F,VERGIER Sylviane
84,Althen-des-Paluds,Althen en action,3,M,MOSSÉ Marc
84,Althen-des-Paluds,Althen en action,4,F,RICHARD-PARAYRE Chantal
84,Althen-des-Paluds,Althen en action,5,M,TONNAIRE Christophe
84,Althen-des-Paluds,Althen en action,6,F,VOILLEMONT Sandrine
84,Althen-des-Paluds,Althen en action,7,M,SCHOTT Pierre
84,Althen-des-Paluds,Althen en action,8,F,PUTTI Nathalie
84,Althen-des-Paluds,Althen en action,9,M,CRONNE Gordon
84,Althen-des-Paluds,Althen en action,10,F,WADOUX Karine
84,Althen-des-Paluds,Althen en action,11,M,BLETON Fabien
84,Althen-des-Paluds,Althen en action,12,F,LE GUELLAFF Claire
84,Althen-des-Paluds,Althen en action,13,M,BERTOLLIN François
84,Althen-des-Paluds,Althen en action,14,F,POMMEL Martine
84,Althen-des-Paluds,Althen en action,15,M,BENALI Jean-Michel
84,Althen-des-Paluds,Althen en action,16,F,NAVARRO Odile
84,Althen-des-Paluds,Althen en action,17,M,CHABRAN Melvin
84,Althen-des-Paluds,Althen en action,18,F,BADESSI Sylvia
84,Althen-des-Paluds,Althen en action,19,M,PARRIER Thibaut
84,Althen-des-Paluds,Althen en action,20,F,CARBONNEL Anne
84,Althen-des-Paluds,Althen en action,21,M,VINCENT Benoit
84,Althen-des-Paluds,Althen en action,22,F,REHAHLIA Sonia
84,Althen-des-Paluds,Althen en action,23,M,MORELLI Christian
84,Althen-des-Paluds,Ambition Althen 2026,1,F,WENGER Françoise
84,Althen-des-Paluds,Ambition Althen 2026,2,M,CAPO Yvan
84,Althen-des-Paluds,Ambition Althen 2026,3,F,BLANC Laurianne
84,Althen-des-Paluds,Ambition Althen 2026,4,M,MAITRE Jean
84,Althen-des-Paluds,Ambition Althen 2026,5,F,LABALETTE Anne
84,Althen-des-Paluds,Ambition Althen 2026,6,M,DAUBER Marc
84,Althen-des-Paluds,Ambition Althen 2026,7,F,JOLY-VALENTIN Carole
84,Althen-des-Paluds,Ambition Althen 2026,8,M,DARDUN Bernard
84,Althen-des-Paluds,Ambition Althen 2026,9,F,FABRE Nadine
84,Althen-des-Paluds,Ambition Althen 2026,10,M,KERVRAN Yann
84,Althen-des-Paluds,Ambition Althen 2026,11,F,MOUVEAUX Marie-Élodie
84,Althen-des-Paluds,Ambition Althen 2026,12,M,FAVIER Pierre
84,Althen-des-Paluds,Ambition Althen 2026,13,F,GARLIN Laure
84,Althen-des-Paluds,Ambition Althen 2026,14,M,BOMMARITO Pierre
84,Althen-des-Paluds,Ambition Althen 2026,15,F,VALENTIN Elodie
84,Althen-des-Paluds,Ambition Althen 2026,16,M,DURAND Frédéric
84,Althen-des-Paluds,Ambition Althen 2026,17,F,MARIN Thérèse
84,Althen-des-Paluds,Ambition Althen 2026,18,M,TREMBLAY Richard
84,Althen-des-Paluds,Ambition Althen 2026,19,F,MECHEREF Dalila
84,Althen-des-Paluds,Ambition Althen 2026,20,M,COULAIS Grégory
84,Althen-des-Paluds,Ambition Althen 2026,21,F,CLARETON Lilianne
84,Althen-des-Paluds,Ambition Althen 2026,22,M,GALANTI Laurent
84,Althen-des-Paluds,Ambition Althen 2026,23,F,MEILLER Viviane
